person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_VENTURE,log_person_income,log_loan_amnt,whole_loan_percent_income,loan_credit,interest_burden,employment_experience_ratio,interest_per_credit_score,default_interest_interaction,high_loan_burden,high_interest_rate,annual_interest_amount,young_applicant,low_income_applicant,high_income_applicant,short_credit_history,loan_status
25.0,0,209988.0,0,8800.0,14.27,0.04,4.0,579,1,0,1,0,0,1,0,0,0,1,0,0,0,12.254810427375295,9.082620630373812,0.006399222812732156,3.7051500085719185,0.5708,0.0,0.024645941235499236,14.27,0,1,1255.76,0,0,1,0,0
26.0,1,88127.0,4,4500.0,7.74,0.05,3.0,571,1,0,0,0,1,1,0,0,0,0,0,0,1,11.386545582088326,8.412054873292933,0.0044628774382425365,2.5483030172364884,0.387,0.5,0.013555166351041741,7.74,0,0,348.3,0,0,0,0,0
26.0,1,90957.0,4,20000.0,6.91,0.22,2.0,582,0,1,0,0,0,0,0,0,0,0,0,0,0,11.41815314049579,9.90353755128617,0.01739283397649439,10.122629374319734,1.5202,0.5,0.011872852213276887,0.0,1,0,1382.0,0,0,0,1,0
25.0,0,51393.0,5,2000.0,9.25,0.04,3.0,673,1,0,0,0,0,0,0,0,0,0,0,0,1,10.847276713112093,7.601402334583733,0.003988870079582822,2.6845095635592395,0.37,0.7142857142857143,0.013744427914198472,9.25,0,0,185.0,0,0,0,0,0
22.0,1,108205.0,0,7500.0,13.24,0.07,2.0,490,0,0,0,0,0,1,0,0,0,0,0,1,0,11.591792096722129,8.922791623969637,0.009870153874589898,4.83637539854905,0.9268000000000001,0.0,0.027020408108121615,0.0,0,1,993.0,1,0,1,1,1
21.0,1,15447.0,0,2200.0,11.01,0.14,4.0,656,0,0,0,0,1,0,0,0,0,0,0,0,0,9.64523482410835,7.696667081526462,0.017104939470447337,11.220840292613453,1.5414,0.0,0.016783536559781195,0.0,0,0,242.22,1,1,0,0,1
23.0,1,69930.0,4,1000.0,11.01,0.01,2.0,650,0,0,0,0,1,1,0,0,0,1,0,0,0,11.155264320609968,6.90875477931522,0.0017174317174317175,1.1163306163306164,0.1101,0.8,0.016938461512402365,0.0,0,0,110.1,1,0,0,1,0
23.0,0,60355.0,0,17000.0,12.42,0.28,4.0,512,1,0,0,0,0,1,0,0,0,0,0,0,1,11.008015641633541,9.741027444837728,0.03779968519592412,19.353438820313148,3.4776000000000002,0.0,0.02425781245262146,12.42,1,0,2111.4,1,0,0,0,0
25.0,0,84903.0,0,12000.0,10.37,0.14,4.0,657,1,1,0,0,0,1,0,0,0,0,1,0,0,11.349276485441658,9.392745258631441,0.016070103529910604,10.558058019151266,1.4518,0.0,0.01578386603381451,10.37,0,0,1244.3999999999999,0,0,0,0,0
21.0,0,36946.0,0,6000.0,13.16,0.16,4.0,584,0,0,0,0,0,0,0,0,0,0,0,0,1,10.517239732281821,8.699681400989514,0.022995723488334327,13.429502517187247,2.1056,0.0,0.02253424653675643,0.0,1,1,789.6,1,1,0,0,1
22.0,1,120987.0,0,12000.0,11.11,0.1,4.0,637,1,1,0,0,0,1,0,0,0,1,0,0,0,11.703446646107137,9.392745258631441,0.012011207815715737,7.6511393786109245,1.111,0.0,0.017441130270893043,11.11,0,0,1333.2,1,0,1,0,0
22.0,1,41086.0,0,13250.0,11.01,0.32,3.0,553,0,1,0,0,0,0,0,0,0,0,0,1,0,10.623447048747229,9.491828300264636,0.03873156306284379,21.418554373752617,3.5232,0.0,0.019909584050796413,0.0,1,0,1458.825,1,1,0,0,1
23.0,0,24136.0,1,6000.0,6.54,0.25,4.0,617,0,0,0,0,1,0,0,1,0,0,1,0,0,10.0915012118666,8.699681400989514,0.01874378521710308,11.564915478952601,1.635,0.2,0.010599675833712033,0.0,1,0,392.4,1,1,0,0,1
25.0,0,50376.0,5,8000.0,10.99,0.16,2.0,608,1,0,0,0,0,0,0,0,0,0,0,0,0,10.827290000694122,8.987321812850125,0.019040813085596315,11.57681435604256,1.7584,0.7142857142857143,0.01807565786500714,10.99,1,0,879.2,0,0,0,1,0
24.0,0,66983.0,2,10000.0,5.79,0.15,2.0,652,0,0,1,0,0,1,0,0,0,0,1,0,0,11.112209063884269,9.210440366976517,0.0101369004075661,6.609259065733097,0.8684999999999999,0.3333333333333333,0.008880368084539313,0.0,0,0,579.0,1,0,0,1,0
24.0,1,43223.0,2,8575.0,10.65,0.2,3.0,603,1,1,0,0,0,1,0,0,0,0,0,0,1,10.674151175523901,9.056722883310583,0.023112405432292992,13.936780475672673,2.1300000000000003,0.3333333333333333,0.017661691512998855,10.65,1,0,913.2375,1,1,0,0,0
21.0,1,75284.0,0,6000.0,7.51,0.08,4.0,658,1,0,1,0,0,1,0,0,0,0,0,0,0,11.229036190757144,8.699681400989514,0.006782317623930716,4.462764996546411,0.6008,0.0,0.011413373842836817,7.51,0,0,450.6,1,0,0,0,0
23.0,0,65864.0,1,5000.0,9.99,0.08,2.0,615,1,0,0,0,0,1,0,0,0,0,0,0,0,11.095362471663927,8.517393171418904,0.008342949107251306,5.130913700959553,0.7992,0.2,0.01624390241261154,9.99,0,0,499.5,1,0,0,1,0
22.0,0,13712.0,1,3600.0,12.23,0.26,3.0,635,0,1,0,0,0,0,0,0,0,0,0,1,0,9.526099566999854,8.188966863648876,0.03473453908984831,22.056432322053677,3.1798,0.25,0.01925984248935458,0.0,1,0,440.28,1,1,0,0,1
23.0,0,84968.0,2,3600.0,10.59,0.04,4.0,598,1,0,1,0,0,0,0,1,0,0,0,0,1,11.350041763068736,8.188966863648876,0.0049105545617173525,2.936511627906977,0.4236,0.4,0.017709030070720687,10.59,0,0,381.24,1,0,0,0,0
23.0,1,121002.0,3,25000.0,11.71,0.21,4.0,535,1,0,0,0,0,1,0,0,0,0,0,0,1,11.703570617659956,10.12667110305036,0.026259896530635856,14.049044643890182,2.4591000000000003,0.6,0.02188785042637785,11.71,1,0,2927.5,1,0,1,0,0
21.0,1,17495.0,1,4750.0,12.73,0.27,2.0,632,0,0,1,0,0,0,0,0,0,1,0,0,0,9.769727562356604,8.46611040118692,0.03727779365533009,23.559565590168617,3.4371000000000005,0.3333333333333333,0.020142405031420247,0.0,1,0,604.675,1,1,0,1,1
23.0,1,84495.0,2,1000.0,14.11,0.01,2.0,550,1,0,1,0,0,1,0,0,0,0,0,0,1,11.344459474946714,6.90875477931522,0.0017882714953547547,0.9835493224451151,0.1411,0.4,0.025654545407900825,14.11,0,1,141.1,1,0,0,1,0
23.0,0,49902.0,0,4700.0,7.9,0.09,4.0,641,0,0,0,0,0,0,0,0,0,1,0,0,0,10.817836400172942,8.45553053102413,0.008382429561941405,5.37313734920444,0.711,0.0,0.012324492960492211,0.0,0,0,371.3,1,0,0,0,0
23.0,0,67078.0,4,8000.0,13.85,0.12,2.0,709,1,0,0,0,1,1,0,0,0,0,0,1,0,11.113626308252979,8.987321812850125,0.0177107248278124,12.556903902918991,1.662,0.8,0.019534555684718537,13.85,1,1,1108.0,1,0,0,1,0
25.0,0,169140.0,4,35000.0,10.59,0.21,4.0,503,1,0,0,0,0,1,0,0,0,0,0,0,0,12.038487965580767,10.463131911491967,0.023983090930590045,12.063494738086792,2.2239,0.5714285714285714,0.02105367789054935,10.59,1,0,3706.5,0,0,1,0,0
23.0,1,52319.0,0,9000.0,9.63,0.17,2.0,705,1,0,0,0,1,1,0,0,0,1,0,0,0,10.865133986131081,9.105090961257085,0.01828589995986162,12.891559471702442,1.6371000000000002,0.0,0.013659574448709825,9.63,1,0,866.7,1,0,0,1,0
22.0,1,37664.0,0,3200.0,11.99,0.08,4.0,686,0,0,1,0,0,0,0,0,0,1,0,0,0,10.536486560259796,8.071218539969863,0.011036533559898046,7.571062022090059,0.9592,0.0,0.017478134085308843,0.0,0,0,383.68,1,1,0,0,0
23.0,0,57054.0,1,6800.0,10.65,0.12,4.0,678,0,1,0,0,0,0,0,0,0,1,0,0,0,10.95177099386878,8.824824939175638,0.013885091316997932,9.414091912924597,1.278,0.2,0.015707964578601824,0.0,0,0,724.2,1,0,0,0,1
23.0,1,87395.0,0,9000.0,6.76,0.1,2.0,616,1,1,0,0,0,1,0,0,0,0,0,0,1,11.378204794005915,9.105090961257085,0.007991303850334688,4.922643171806167,0.676,0.0,0.010974025956210996,6.76,0,0,608.4,1,0,0,1,0
21.0,1,49465.0,0,6000.0,11.49,0.12,2.0,611,1,0,0,0,1,0,0,0,0,1,0,0,0,10.809040843867542,8.699681400989514,0.015150106135651471,9.256714848883048,1.3788,0.0,0.018805237285097812,11.49,0,0,689.4,1,0,0,1,0
26.0,0,71440.0,4,12000.0,11.01,0.17,4.0,672,0,1,0,0,0,0,0,0,0,0,0,1,0,11.176627213212772,9.392745258631441,0.02017357222844345,13.556640537513998,1.8717000000000001,0.5,0.016383928547047726,0.0,1,0,1321.2,0,0,0,0,1
22.0,1,82024.0,0,7500.0,9.76,0.09,3.0,566,1,0,0,0,0,0,0,0,0,0,0,0,1,11.314779357829302,8.922791623969637,0.009838583829123183,5.568638447283721,0.8784,0.0,0.017243816223950853,9.76,0,0,732.0,1,0,0,0,0
21.0,0,28538.0,0,7000.0,8.9,0.25,4.0,574,1,0,0,0,0,1,0,0,1,0,0,0,0,10.259026851874566,8.853808274977197,0.024283411591562127,13.938678253556661,2.225,0.0,0.015505226453823647,8.9,1,0,623.0,1,1,0,0,0
24.0,0,37156.0,3,6000.0,7.51,0.16,3.0,670,1,0,0,0,1,0,0,0,1,0,0,0,0,10.522907457698913,8.699681400989514,0.013742060501668641,9.20718053611799,1.2016,0.5,0.011208955207150813,7.51,0,0,450.6,1,1,0,0,0
22.0,0,61047.0,0,10000.0,9.88,0.16,4.0,610,0,1,0,0,0,1,0,0,0,0,0,0,1,11.01941571896947,9.210440366976517,0.0178223336118073,10.871623503202452,1.5808000000000002,0.0,0.01619672128492341,0.0,1,0,988.0000000000001,1,0,0,0,0
21.0,1,23028.0,0,3000.0,7.9,0.13,2.0,645,0,0,0,0,0,0,0,0,1,0,0,0,0,10.044509570248016,8.006700845440367,0.011594580510682647,7.478504429390307,1.0270000000000001,0.0,0.012248061996514634,0.0,0,0,237.0,1,1,0,1,1
24.0,0,42871.0,0,5000.0,11.49,0.12,3.0,630,1,0,0,0,1,0,0,0,0,0,0,0,1,10.665974211174687,8.517393171418904,0.014566956684005506,9.177182710923468,1.3788,0.0,0.01823809520914588,11.49,0,0,574.5,1,1,0,0,0
21.0,1,22387.0,0,3200.0,8.49,0.14,2.0,631,0,0,0,0,1,0,0,0,0,0,0,0,1,10.016280380011251,8.071218539969863,0.013565015410729441,8.559524724170277,1.1886,0.0,0.01345483357614131,0.0,0,0,271.68,1,1,0,1,1
25.0,1,118678.0,0,2000.0,7.37,0.02,3.0,647,0,0,0,0,0,0,0,1,0,0,1,0,0,11.68417764834971,7.601402334583733,0.0014105394428621985,0.9126190195318424,0.1474,0.0,0.011391035531080316,0.0,0,0,147.4,0,0,1,0,0
23.0,1,63344.0,0,4000.0,13.98,0.06,2.0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,11.056351256036153,8.294299608857235,0.00945945945945946,5.808108108108108,0.8388,0.0,0.02276872960461119,0.0,0,1,559.2,1,0,0,1,0
26.0,0,120881.0,1,7500.0,8.32,0.06,3.0,634,1,0,0,0,0,1,0,0,1,0,0,0,0,11.702570142143964,8.922791623969637,0.0057825464713230365,3.666134462818805,0.4992,0.125,0.01312302837046841,8.32,0,0,624.0,0,0,1,0,0
23.0,1,40548.0,0,4800.0,14.54,0.12,4.0,597,1,0,0,0,0,0,0,0,0,0,0,0,1,10.61026639832702,8.476579508530941,0.018395975140574134,10.982397158922758,1.7448,0.0,0.024355108836926116,14.54,1,1,697.92,1,1,0,0,0
24.0,1,135910.0,2,3500.0,5.42,0.03,4.0,687,0,0,0,0,1,1,0,0,0,0,0,0,0,11.81975553873264,8.160803920954665,0.0016532999779265692,1.135817084835553,0.1626,0.3333333333333333,0.007889374078763648,0.0,0,0,189.7,1,0,1,0,0
23.0,1,39689.0,0,4000.0,7.68,0.1,3.0,565,1,0,1,0,0,0,0,0,0,1,0,0,0,10.588854545777112,8.294299608857235,0.008748015823024011,4.942628940008566,0.768,0.0,0.013592920329924034,7.68,0,0,307.2,1,1,0,0,0
26.0,0,82636.0,2,15000.0,16.49,0.18,3.0,706,0,0,0,0,1,1,0,0,0,0,0,1,0,11.32221280110167,9.61587214452889,0.03174766445616922,22.41385110605547,2.9681999999999995,0.25,0.023356940476831525,0.0,1,1,2473.4999999999995,0,0,0,0,1
23.0,1,25680.0,2,1200.0,7.9,0.05,2.0,628,0,1,0,0,0,0,0,0,0,0,0,1,0,10.153506697855693,7.0909098220799835,0.004158878504672898,2.61177570093458,0.395,0.4,0.012579617814363666,0.0,0,0,94.8,1,1,0,1,0
24.0,0,55768.0,4,17000.0,10.38,0.3,3.0,636,0,1,0,0,0,0,0,0,0,0,0,0,0,10.92897343843568,9.741027444837728,0.034690144885956106,22.062932147468082,3.1140000000000003,0.6666666666666666,0.01632075469131957,0.0,1,0,1764.6,1,0,0,0,1
25.0,0,68101.0,0,7000.0,14.22,0.1,4.0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,11.12876186028198,8.853808274977197,0.015644410507922056,9.51180158881661,1.4220000000000002,0.0,0.02338815785626948,0.0,0,1,995.4,0,0,0,0,0
25.0,1,42829.0,2,4000.0,13.11,0.09,4.0,657,1,0,1,0,0,0,0,1,0,0,0,0,1,10.664994070609417,8.294299608857235,0.01317798687804992,8.657937378878797,1.1799,0.2857142857142857,0.01995433786917148,13.11,0,1,524.4,0,1,0,0,0
25.0,1,36750.0,4,4000.0,9.76,0.11,3.0,638,1,0,0,0,1,0,0,0,0,0,0,1,0,10.511920715155128,8.294299608857235,0.011711564625850341,7.471978231292518,1.0735999999999999,0.5714285714285714,0.015297805618655477,9.76,0,0,390.4,0,1,0,0,0
23.0,0,111116.0,0,18000.0,12.68,0.16,2.0,613,0,1,0,0,0,1,0,0,0,1,0,0,0,11.618338979223605,9.798182590890704,0.02216062493250297,13.584463083624321,2.0288,0.0,0.020685154941786042,0.0,1,0,2282.4,1,0,1,1,0
24.0,1,68632.0,3,20000.0,14.74,0.29,4.0,476,0,0,0,0,0,0,0,0,0,0,0,1,0,11.136528747609411,9.90353755128617,0.04586781676186036,21.83308077864553,4.2745999999999995,0.5,0.030966386489566417,0.0,1,1,2948.0,1,0,0,0,1
24.0,1,102802.0,1,25000.0,10.62,0.24,4.0,682,1,0,1,0,0,0,0,0,0,0,0,1,0,11.540569814456767,10.12667110305036,0.028258205093286123,19.272095873621137,2.5487999999999995,0.16666666666666666,0.015571847484498757,10.62,1,0,2655.0,1,0,1,0,0
23.0,1,85165.0,2,5600.0,13.11,0.07,4.0,676,0,0,1,0,0,0,0,0,1,0,0,0,0,11.3523575721385,8.630700432209832,0.0092779897845359,6.271921094346268,0.9177000000000001,0.4,0.019393491095571758,0.0,0,1,734.16,1,0,0,0,0
23.0,1,45598.0,0,3600.0,15.62,0.08,4.0,626,0,0,0,0,0,1,0,0,0,0,0,1,0,10.727641065437455,8.188966863648876,0.013121628141585157,8.214139216632308,1.2496,0.0,0.024952076637456744,0.0,0,1,562.32,1,1,0,0,1
25.0,0,52804.0,4,10000.0,7.88,0.19,3.0,678,1,0,1,0,0,1,0,0,1,0,0,0,0,10.874361162180575,9.210440366976517,0.01681690781001439,11.401863495189758,1.4972,0.5714285714285714,0.011622418861913836,7.88,0,0,788.0,0,0,0,0,0
24.0,1,75270.0,0,6200.0,11.01,0.08,2.0,599,1,1,0,0,0,1,0,0,0,0,0,0,0,11.22885021344584,8.732465848349879,0.009892653115451042,5.9256992161551745,0.8808,0.0,0.01838063435996555,11.01,0,0,682.62,1,0,0,1,0
23.0,0,72690.0,2,9000.0,6.17,0.12,2.0,679,0,0,1,0,0,0,0,0,0,0,0,0,1,11.193972859434542,9.105090961257085,0.008877424680148576,6.027771357820884,0.7404,0.4,0.009086892475571587,0.0,0,0,555.3,1,0,0,1,0
23.0,1,39623.0,0,8500.0,13.16,0.21,4.0,610,1,0,1,0,0,0,0,0,0,0,0,1,0,10.587190274268073,9.04793908261736,0.030376296595411755,18.52954092320117,2.7636,0.0,0.021573770456436443,13.16,1,1,1118.6,1,1,0,0,0
24.0,0,51263.0,3,12000.0,7.66,0.23,2.0,614,0,1,0,0,0,0,0,0,0,0,0,1,0,10.84474403042803,9.392745258631441,0.020271931022374814,12.446965647738136,1.7618,0.5,0.012475570012254772,0.0,1,0,919.2,1,0,0,1,0
25.0,0,52735.0,4,13800.0,11.48,0.26,2.0,668,1,0,0,0,1,0,0,1,0,0,0,0,1,10.873053613269144,9.53249633228804,0.03265838627097753,21.81580202901299,2.9848000000000003,0.5714285714285714,0.01718562871678798,11.48,1,0,1584.24,0,0,0,1,0
24.0,1,97044.0,1,5000.0,15.62,0.05,2.0,628,1,0,0,0,0,1,0,0,0,0,0,0,1,11.482930067434827,8.517393171418904,0.0085631260046989,5.37764313095091,0.781,0.16666666666666666,0.02487261142536208,15.62,0,1,781.0,1,0,1,1,0
25.0,1,93490.0,5,7200.0,18.53,0.08,2.0,540,0,0,0,0,0,1,0,0,1,0,0,0,0,11.445620453959314,8.881975184248867,0.015040753021713552,8.122006631725318,1.4824000000000002,0.7142857142857143,0.034314814751268866,0.0,0,1,1334.16,0,0,0,1,1
24.0,1,76505.0,2,6000.0,5.79,0.08,3.0,654,1,0,1,0,0,1,0,0,0,1,0,0,0,11.245124448111596,8.699681400989514,0.005325142147572054,3.4826429645121233,0.4632,0.3333333333333333,0.008853210995637292,5.79,0,0,347.4,1,0,0,0,0
25.0,1,77304.0,6,7000.0,11.49,0.09,4.0,630,0,0,0,0,0,1,0,0,1,0,0,0,0,11.255513915536694,8.853808274977197,0.011309893407844355,7.125232846941944,1.0341,0.8571428571428571,0.01823809520914588,0.0,0,0,804.3,0,0,0,0,1
22.0,1,23794.0,0,5000.0,15.33,0.21,2.0,572,0,0,0,0,0,1,0,0,0,1,0,0,0,10.077230753555211,8.517393171418904,0.03431537362360259,19.62839371270068,3.2193,0.0,0.026800699253844932,0.0,1,1,766.5,1,1,0,1,1
22.0,1,107785.0,0,16000.0,13.22,0.15,2.0,589,1,1,0,0,0,1,0,0,0,0,0,0,1,11.587903058893309,9.680406499268875,0.021108688593032426,12.433017581296099,1.983,0.0,0.02244482169364207,13.22,1,1,2115.2,1,0,1,1,0
24.0,1,96980.0,2,16000.0,7.88,0.16,3.0,712,1,0,1,0,0,1,0,0,0,1,0,0,0,11.482270362010594,9.680406499268875,0.014650443390389772,10.431115693957517,1.2608,0.3333333333333333,0.011067415714792955,7.88,0,0,1260.8,1,0,1,0,0
24.0,1,71760.0,2,6800.0,12.53,0.09,2.0,522,0,0,1,0,0,1,0,0,0,1,0,0,0,11.181096431975604,8.824824939175638,0.012821070234113713,6.6925986622073586,1.1277,0.3333333333333333,0.02400383137164017,0.0,0,0,852.04,1,0,0,1,1
25.0,1,41971.0,4,10000.0,13.79,0.24,2.0,625,0,0,1,0,0,0,0,0,0,1,0,0,0,10.644758008277801,9.210440366976517,0.03523861714040647,22.024135712754045,3.3095999999999997,0.5714285714285714,0.0220639999646976,0.0,1,1,1379.0,0,1,0,1,1
22.0,1,60455.0,2,6000.0,8.94,0.1,4.0,577,1,0,0,0,1,0,0,1,0,0,0,0,1,11.009671106700555,8.699681400989514,0.009865188983541478,5.692214043503433,0.894,0.5,0.015493934115261811,8.94,0,0,536.4,1,0,0,0,0
24.0,1,36932.0,0,10000.0,19.29,0.27,3.0,658,0,0,0,0,1,0,0,0,0,0,0,0,0,10.516860739315725,9.210440366976517,0.05493880645510668,36.1497346474602,5.2083,0.0,0.02931610937793904,0.0,1,1,1929.0,1,1,0,0,1
24.0,1,56216.0,2,5975.0,14.46,0.11,4.0,657,0,0,1,0,0,0,0,0,0,0,0,0,0,10.936974481243775,8.695506726812653,0.01643188771879892,10.79575023125089,1.5906,0.3333333333333333,0.022009132386591884,0.0,0,1,863.985,1,0,0,0,1
25.0,1,96761.0,2,16000.0,9.88,0.17,2.0,625,0,0,1,0,0,0,0,0,0,0,0,0,1,11.480009634208571,9.680406499268875,0.017990719401411726,11.24419962588233,1.6796000000000002,0.2857142857142857,0.0158079999747072,0.0,1,0,1580.8,0,0,1,1,0
24.0,0,108849.0,2,6000.0,13.92,0.06,3.0,710,1,0,0,0,1,0,0,0,1,0,0,0,0,11.597726066662693,8.699681400989514,0.008224237246093212,5.8392084447261805,0.8351999999999999,0.3333333333333333,0.019605633775203333,13.92,0,1,835.2,1,0,1,0,0
25.0,1,40750.0,2,3000.0,11.99,0.07,3.0,575,0,0,1,0,0,1,0,0,0,0,0,0,1,10.615235658245211,8.006700845440367,0.009563190184049079,5.498834355828221,0.8393,0.2857142857142857,0.020852173876778828,0.0,0,0,359.7,0,1,0,0,0
21.0,0,24665.0,0,2000.0,11.01,0.08,3.0,588,1,0,1,0,0,0,0,0,0,0,0,1,0,10.113181056125933,7.601402334583733,0.009738495844313804,5.726235556456517,0.8808,0.0,0.018724489764073995,11.01,0,0,220.2,1,1,0,0,0
23.0,0,65596.0,1,1500.0,9.62,0.02,4.0,545,1,0,0,0,0,0,0,0,0,1,0,0,0,11.091285242179136,7.313886831633462,0.002428501737910848,1.3235334471614122,0.1924,0.2,0.017651376114401145,9.62,0,0,144.29999999999998,1,0,0,0,0
22.0,1,37053.0,0,6500.0,13.85,0.18,3.0,692,0,0,1,0,0,0,0,0,0,0,0,1,0,10.520131587109958,8.77971129020447,0.02605052222492106,18.026961379645375,2.493,0.0,0.020014450838129406,0.0,1,1,900.25,1,1,0,0,0
24.0,1,84919.0,2,14400.0,12.68,0.17,4.0,601,0,0,0,0,0,0,0,0,0,0,0,0,1,11.349464915817192,9.575052927597383,0.02319763539372814,13.941778871630612,2.1556,0.3333333333333333,0.021098169682032996,0.0,1,0,1825.92,1,0,0,0,0
23.0,0,116179.0,3,10000.0,10.65,0.09,3.0,675,1,0,1,0,0,0,0,0,0,1,0,0,0,11.662895991546524,9.210440366976517,0.010027629778187108,6.768650100276298,0.9585,0.6,0.015777777754403293,10.65,0,0,1065.0,1,0,1,0,0
22.0,0,47887.0,0,7000.0,8.94,0.15,3.0,640,0,0,0,0,0,1,0,0,0,1,0,0,0,10.77662023009248,8.853808274977197,0.014530039467914048,9.29922525946499,1.341,0.0,0.013968749978173827,0.0,0,0,625.8,1,0,0,0,1
26.0,1,127232.0,0,5000.0,8.49,0.04,4.0,619,0,0,1,0,0,1,0,0,0,0,0,1,0,11.753775330203252,8.517393171418904,0.0037294076961770623,2.3085033639336014,0.3396,0.0,0.013715670414029612,0.0,0,0,424.5,0,0,1,0,0
22.0,0,68023.0,0,18250.0,16.7,0.27,3.0,640,0,1,0,0,0,0,0,0,0,1,0,0,0,11.127615863065628,9.811975152030021,0.04748761448333652,30.392073269335373,4.509,0.0,0.026093749959228515,0.0,1,1,3047.75,1,0,0,0,1
23.0,0,120926.0,2,4150.0,10.65,0.03,4.0,700,1,0,1,0,0,0,0,0,0,1,0,0,0,11.702942336731589,8.33110454805304,0.003998106279873642,2.7986743959115494,0.3195,0.4,0.015214285692551021,10.65,0,0,441.975,1,0,1,0,0
22.0,1,58481.0,1,1000.0,7.29,0.02,4.0,638,1,0,1,0,0,0,0,0,0,1,0,0,0,10.976474293565264,6.90875477931522,0.0014175544193840734,0.9043997195670388,0.1458,0.25,0.011426332270491642,7.29,0,0,72.9,1,0,0,0,0
21.0,0,42826.0,0,10000.0,7.66,0.23,3.0,585,1,1,0,0,0,0,0,0,0,0,0,0,1,10.664924023794766,9.210440366976517,0.020221360855555037,11.829496100499696,1.7618,0.0,0.01309401707163416,7.66,1,0,766.0,1,1,0,0,0
21.0,1,49070.0,0,12000.0,7.9,0.24,4.0,609,1,0,0,0,1,0,0,0,0,1,0,0,0,10.801023507926635,9.392745258631441,0.021764825759119626,13.254778887303852,1.896,0.0,0.012972085364577857,7.9,1,0,948.0,1,0,0,0,0
22.0,1,23782.0,0,12000.0,5.42,0.5,2.0,635,0,0,1,0,0,0,0,1,0,0,0,0,1,10.076726318721697,9.392745258631441,0.03239424775039946,20.570347321503657,2.71,0.0,0.008535433057424515,0.0,1,0,650.4,1,1,0,1,1
25.0,1,36618.0,3,2000.0,10.38,0.05,3.0,619,1,0,1,0,0,0,0,0,0,0,0,1,0,10.508322510373395,7.601402334583733,0.006215522420667432,3.84740837839314,0.519,0.42857142857142855,0.016768982202311822,10.38,0,0,207.6,0,1,0,0,0
25.0,1,116428.0,0,12000.0,11.99,0.1,3.0,623,1,1,0,0,0,0,0,0,1,0,0,0,0,11.665036924142507,9.392745258631441,0.013388531968255058,8.3410554162229,1.199,0.0,0.019245585843907568,11.99,0,0,1438.8,0,0,1,0,0
25.0,1,122590.0,1,2000.0,7.29,0.02,3.0,585,1,0,0,0,0,0,0,0,0,0,0,0,0,11.716608890327977,7.601402334583733,0.0013524757321151807,0.7911983032873807,0.1458,0.14285714285714285,0.012461538440236687,7.29,0,0,145.8,0,0,1,0,0
26.0,1,32805.0,1,8500.0,13.23,0.26,4.0,662,0,0,0,0,1,1,0,0,1,0,0,0,0,10.398366704472432,9.04793908261736,0.036870903825636334,24.408538332571254,3.4398000000000004,0.125,0.01998489422963007,0.0,1,1,1124.55,0,1,0,0,0
24.0,0,35909.0,2,2500.0,6.76,0.07,2.0,636,1,0,1,0,0,1,0,0,1,0,0,0,0,10.488771087220128,7.824445930877619,0.005402545322899552,3.4360188253641146,0.4732,0.3333333333333333,0.010628930800897907,6.76,0,0,169.0,1,1,0,1,0
25.0,1,53432.0,0,10000.0,15.65,0.19,2.0,447,0,1,0,0,0,0,0,0,0,0,0,0,0,10.886183811606895,9.210440366976517,0.03116110196137146,13.929012576733044,2.9735,0.0,0.03501118560400182,0.0,1,1,1565.0,0,0,0,1,1
25.0,0,54746.0,0,11250.0,9.38,0.21,4.0,640,1,1,0,0,0,0,0,0,0,1,0,0,0,10.910477851656925,9.328212292571072,0.021330325503233116,13.651408322069194,1.9698,0.0,0.014656249977099611,9.38,1,0,1055.2500000000002,0,0,0,0,0
24.0,0,68296.0,2,20000.0,16.7,0.29,4.0,693,0,1,0,0,0,1,0,0,1,0,0,0,0,11.1316211207289,9.90353755128617,0.05183319667330444,35.92040529459997,4.842999999999999,0.3333333333333333,0.02409812406335047,0.0,1,1,3340.0,1,0,0,0,1
22.0,0,40674.0,0,5000.0,10.25,0.12,2.0,659,0,1,0,0,0,0,0,0,0,1,0,0,0,10.613368932087239,8.517393171418904,0.01382947337365393,9.11362295323794,1.23,0.0,0.015553869475639045,0.0,0,0,512.5,1,1,0,1,0
24.0,1,84757.0,4,25000.0,9.62,0.29,4.0,684,0,0,1,0,0,1,0,0,1,0,0,0,0,11.347555416067978,10.12667110305036,0.031324846325377256,21.426194886558044,2.7897999999999996,0.6666666666666666,0.014064327464818234,0.0,1,0,2404.9999999999995,1,0,0,0,0
23.0,1,82805.0,2,11500.0,9.99,0.14,2.0,569,0,0,0,0,0,1,0,0,0,0,0,1,0,11.324255801516095,9.350189267092581,0.015262967212124872,8.684628343699051,1.3986,0.4,0.017557117719583272,0.0,0,0,1148.85,1,0,0,1,0
